省（区、市）,市（区）,县,项目名称,所属基地,项目类型,项目阶段,核准容量（MW）,核准日期（年/月/日）,开工日期（年/月/日）,累计吊装容量（MW）,首次并网日期（年/月/日）,全部并网日期（年/月/日）,并网容量（MW）,项目公司,所属集团,备注,并网年份
新疆维吾尔自治区,博尔塔拉州,阿拉山口市,龙源阿拉山口风电场四期（江巴斯）49.5兆瓦风电项目,,陆上集中式,已并网,49.5,2013/1/28,2015/12/1,49.5,2013/5/15,2015/12/19,49.5,龙源阿拉山口风力发电有限公司,国电龙源,,2015
新疆维吾尔自治区,哈密地区,巴里坤哈萨克自治县,龙源巴里坤三塘湖风电场二期49.5兆瓦风电项目,,陆上集中式,已并网,49.5,2011/12/9,2013/1/1,49.5,2012/5/22,2012/12/31,49.5,龙源巴里坤风力发电有限公司,国电龙源,,2012
新疆维吾尔自治区,哈密地区,巴里坤哈萨克自治县,龙源巴里坤三塘湖风电场三期49.5兆瓦风电项目,,陆上集中式,已并网,49.5,2011/12/9,2014/6/1,49.5,2012/5/22,2014/6/18,49.5,龙源巴里坤风力发电有限公司,国电龙源,,2014
新疆维吾尔自治区,哈密地区,巴里坤哈萨克自治县,龙源巴里坤三塘湖风电场四期49.5兆瓦风电项目,,陆上集中式,已并网,49.5,2011/12/9,2013/12/1,49.5,2012/5/22,2014/6/19,49.5,龙源巴里坤风力发电有限公司,国电龙源,,2014
新疆维吾尔自治区,哈密地区,巴里坤哈萨克自治县,龙源巴里坤三塘湖风电场一期49.5兆瓦风电项目,,陆上集中式,已并网,49.5,2011/11/1,2011/12/1,49.5,2012/2/16,2012/12/31,49.5,龙源巴里坤风力发电有限公司,国电龙源,,2012
新疆维吾尔自治区,阿勒泰地区,布尔津县,龙源布尔津博孜墩风电场49.5兆瓦风电项目,,陆上集中式,已并网,49.5,2012/12/31,2013/12/1,49.5,2014/4/17,2014/9/28,49.5,龙源布尔津风力发电有限公司,国电龙源,,2014
新疆维吾尔自治区,乌鲁木齐市,达坂城区,龙源达坂城风电场三场五期49.5兆瓦风电项目,,陆上集中式,已并网,49.5,2012/9/12,2013/12/1,30,2005/12/1,2014/6/19,49.5,新疆龙源风力发电有限公司乌鲁木齐分公司,国电龙源,,2014
新疆维吾尔自治区,乌鲁木齐市,达坂城区,龙源达坂城风电场四场二期49.5兆瓦风电项目,,陆上集中式,已并网,49.5,2013/6/3,2013/12/1,49.5,2014/4/30,2015/8/28,49.5,新疆龙源风力发电有限公司,国电龙源,,2015
新疆维吾尔自治区,乌鲁木齐市,达坂城区,龙源达坂城风电场一期49.5兆瓦风电项目,,陆上集中式,已并网,49.5,2010/12/23,2012/6/1,49.5,2010/5/20,2012/7/20,49.5,新疆龙源风力发电有限公司,国电龙源,,2012
新疆维吾尔自治区,阿勒泰地区,哈巴河县,龙源哈巴河萨尔塔木风电场二期49.5兆瓦风电项目,,陆上集中式,已并网,49.5,2012/12/31,2013/12/1,49.5,2013/11/19,2014/9/28,49.5,新疆龙源风力发电有限公司哈巴河分公司,国电龙源,,2014
新疆维吾尔自治区,阿勒泰地区,哈巴河县,龙源哈巴河萨尔塔木风电场一期49.5兆瓦风电项目,,陆上集中式,已并网,49.5,2011/9/5,2011/12/1,49.5,2013/5/24,2013/10/15,49.5,新疆龙源风力发电有限公司哈巴河分公司,国电龙源,,2013
新疆维吾尔自治区,塔城地区,托里县,龙源塔城老风口风电场一期49.5兆瓦风电项目,,陆上集中式,已并网,49.5,2011/11/1,2011/12/1,49.5,2012/1/16,2013/1/15,49.5,龙源托里风力发电有限公司,国电龙源,,2013
新疆维吾尔自治区,博尔塔拉州,博乐市,龙源新疆阿拉山口风电场二期49.5兆瓦风电项目,,陆上集中式,已并网,49.5,2010/5/31,2010/10/1,49.5,2009/12/24,2010/12/30,49.5,龙源阿拉山口风力发电有限公司,国电龙源,,2010
新疆维吾尔自治区,博尔塔拉州,博乐市,龙源新疆阿拉山口风电场一期49.5兆瓦风电项目,,陆上集中式,已并网,49.5,2009/12/30,2010/10/1,49.5,2009/7/21,2010/12/30,49.5,龙源阿拉山口风力发电有限公司,国电龙源,,2010
新疆维吾尔自治区,吐鲁番地区,吐鲁番市,鲁能新疆小草湖风电场一期49.5兆瓦建设项目,,陆上集中式,已并网,49.5,2011/12/26,2013/12/1,49.5,2013/11/18,2013/12/19,49.5,新疆吐鲁番广恒新能源有限公司,鲁能,,2013
新疆维吾尔自治区,昌吉自治州,木垒哈萨克自治县,木垒海元风力发电有限公司木垒老君庙风电场10万千瓦（一期、二期）风力发电项目,,陆上集中式,已并网,100,2016/10/25,2016/10/1,13.5,2018/11/1,2018/12/31,99,木垒县海元风力发电有限责任公司,其它投资企业,,2018
新疆维吾尔自治区,哈密地区,巴里坤哈萨克自治县,浦类海三塘湖风电场三塘湖一期,,陆上集中式,已并网,49.5,2013/1/28,2015/4/1,49.5,2015/10/15,2015/12/20,49.5,新疆浦类海能源发展有限公司,其它投资企业,,2015
新疆维吾尔自治区,昌吉自治州,木垒哈萨克自治县,乾新昌吉木垒老君庙风电场一期49.5MW工程,,陆上集中式,已并网,49.5,2014/7/1,2015/11/1,49.5,2015/8/17,2015/11/5,49.5,木垒县乾新能源开发有限公司,江苏金智集团有限公司,,2015
新疆维吾尔自治区,吐鲁番地区,吐鲁番市,荣风吐鲁番小草湖风电场一期,,陆上集中式,已并网,49.5,2012/12/31,2013/8/1,49.5,2015/12/20,2015/12/30,49.5,吐鲁番市荣风风力发电有限责任公司,其它投资企业,,2015
新疆维吾尔自治区,博尔塔拉州,博乐市,三峡新能源博州三台一期49.5兆瓦风电场并网发电项目,,陆上集中式,已并网,49.5,2014/5/28,2015/1/1,49.5,2015/11/20,2015/11/4,49.5,三峡新能源博乐发电有限公司,三峡集团,,2015
新疆维吾尔自治区,乌鲁木齐市,达坂城区,三峡新能源新疆达坂城风电场一期,,陆上集中式,已并网,49.5,2011/6/9,2011/8/1,49.5,2010/1/28,2012/7/15,49.5,三峡新能源新疆达坂城风电有限公司,三峡新能源,,2012
新疆维吾尔自治区,哈密地区,伊吾县,三峡新能源伊吾淖毛湖风电场一期49.5兆瓦风电项目,,陆上集中式,已并网,49.5,2012/12/31,2014/11/1,49.5,2014/12/18,2014/12/24,49.5,三峡新能源伊吾发电有限公司,三峡集团,,2014
新疆维吾尔自治区,哈密地区,巴里坤哈萨克自治县,尚风新能源巴里坤三塘湖风电场一期49.5兆瓦风电项目,,陆上集中式,已并网,49.5,2011/12/26,2014/5/1,49.5,2014/11/10,2014/10/31,49.5,巴里坤尚风新能源投资有限公司,深能,,2014
新疆维吾尔自治区,哈密地区,巴里坤哈萨克自治县,盛天巴里坤三塘湖风电场二期49.5兆瓦风电项目,,陆上集中式,已并网,49.5,2013/1/28,2013/11/1,49.5,2014/12/11,2014/12/30,49.5,盛天巴里坤三塘湖风力发电有限公司,中船重工,,2014
新疆维吾尔自治区,哈密地区,巴里坤哈萨克自治县,盛天巴里坤三塘湖风电场一期48兆瓦风电项目,,陆上集中式,已并网,48,2011/12/9,2013/8/1,48,2013/12/1,2014/1/24,48,盛天巴里坤三塘湖风力发电有限公司,中船重工,,2014
新疆维吾尔自治区,塔城地区,额敏县,塔城玛依塔斯风电场,,陆上集中式,已并网,49.5,2007/1/5,2008/12/1,49.5,,,49.5,塔城天润新能源有限公司,天润,,2019
新疆维吾尔自治区,塔城地区,额敏县,塔城天润玛依塔斯二期49.5MW风电场项目,,陆上集中式,已并网,49.5,2009/12/30,2010/11/1,49.5,2011/8/1,2011/4/22,49.5,塔城天润新能源有限公司,天润,,2011
新疆维吾尔自治区,塔城地区,塔城市,塔城天润玛依塔斯三期49.5兆瓦风电项目,,陆上集中式,已并网,49.5,2014/6/24,2015/8/1,49.5,2015/7/21,2015/8/25,49.5,额敏天润风电有限公司,天润,,2015
新疆维吾尔自治区,吐鲁番地区,吐鲁番市,特变电工百兆瓦级大型风光互补荒漠并网示范电站一期（50MW+50MWP）工程项目,,陆上集中式,已并网,50,2012/1/29,2013/2/1,49.5,2013/9/15,2013/12/15,50,吐鲁番特变电工新能源有限公司,特变电工,,2013
新疆维吾尔自治区,昌吉自治州,木垒哈萨克自治县,特变电工昌吉州木垒老君庙风电场一期49.5兆瓦风电项目,,陆上集中式,已并网,49.5,2013/1/28,2015/4/1,45,2015/12/6,2015/12/27,49.5,木垒县新科风能有限责任公司,,,2015
新疆维吾尔自治区,乌鲁木齐市,乌鲁木齐县,特变电工达坂城风电场一期50兆瓦风电项目,,陆上集中式,已并网,50,2013/5/10,2015/10/1,50,2015/8/4,2015/12/27,50,乌鲁木齐新特发电有限责任公司,华能,,2015
新疆维吾尔自治区,阿勒泰地区,哈巴河县,特变电工哈巴河风电场49.5兆瓦风电项目,,陆上集中式,已并网,49.5,2013/1/28,2015/12/1,49.5,2015/12/20,2015/11/30,49.5,哈巴河县新特风电有限公司,,,2015
新疆维吾尔自治区,阿勒泰地区,吉木乃县,特变电工吉木乃风电场一期49.5兆瓦风电项目,,陆上集中式,已并网,49.5,2012/12/31,2014/12/1,122,2014/11/25,2014/12/30,49.5,吉木乃新特风电有限公司,其它投资企业,,2014
新疆维吾尔自治区,阿勒泰地区,布尔津县,天润布尔津风电场二期49.5兆瓦风电项目,,陆上集中式,已并网,49.5,2012/9/12,2013/12/1,99,2013/11/15,2013/12/25,49.5,布尔津天润新能源有限公司,天润,,2013
新疆维吾尔自治区,乌鲁木齐市,达坂城区,天润达坂城风电场一期49.5兆瓦风电项目,,陆上集中式,已并网,49.5,2013/6/3,2014/12/1,49.5,2014/9/3,2014/12/31,49.5,乌鲁木齐天润风电有限公司,金风科技集团,,2014
新疆维吾尔自治区,哈密地区,哈密市,天润哈密十三间房风电场三期49.5兆瓦风电项目,,陆上集中式,已并网,49.5,2012/9/12,2014/8/1,49.5,2013/12/3,2014/1/31,49.5,哈密天润新能源有限公司,天润,,2014
新疆维吾尔自治区,哈密地区,伊吾县,天润伊吾淖毛湖风电场二期49.5兆瓦风电项目,,陆上集中式,已并网,49.5,2012/12/31,2014/6/1,99,2015/10/10,2015/11/24,49.5,伊吾天润风电有限公司,天润,,2015
新疆维吾尔自治区,哈密地区,伊吾县,天润伊吾淖毛湖风电场一期49.5兆瓦风电项目,,陆上集中式,已并网,49.5,2012/11/21,2014/6/1,99,2015/10/10,2015/11/24,49.5,伊吾天润风电有限公司,天润,,2015
新疆维吾尔自治区,哈密地区,巴里坤哈萨克自治县,天山电力巴里坤三塘湖风电场一期49.5兆瓦风电项目,,陆上集中式,已并网,49.5,2011/12/9,2012/12/1,99,2013/10/15,2013/10/15,49.5,新疆天电三塘湖风力发电有限责任公司,其它投资企业,,2013
新疆维吾尔自治区,乌鲁木齐市,达坂城区,天山电力达坂城风力发电场二期49.兆瓦风电项目,,陆上集中式,已并网,49.5,2013/5/10,2013/6/1,49.5,2014/5/15,2014/5/23,49.5,新疆天电达坂城风力发电有限责任公司,其它投资企业,,2014
新疆维吾尔自治区,吐鲁番地区,托克逊县,托克逊风城二期49.5兆瓦风电项目,,陆上集中式,已并网,49.5,2015/7/9,2016/6/1,49.5,2016/4/26,2016/6/2,49.5,托克逊县风城新能源有限公司,天润,,2016
新疆维吾尔自治区,吐鲁番地区,托克逊县,托克逊风城一期49.5兆瓦风电项目,,陆上集中式,已并网,49.5,2015/7/9,2016/6/1,49.5,2016/4/26,2016/6/2,49.5,托克逊县风城新能源有限公司,天润,,2016
新疆维吾尔自治区,吐鲁番地区,托克逊县,托克逊县东丰风力发电有限公司小草湖风电场一期49.5MW工程,,陆上集中式,已并网,49.5,2015/7/9,2016/1/1,49.5,2016/1/11,2016/1/27,49.5,托克逊县东丰风力发电有限公司,其它投资企业,,2016
新疆维吾尔自治区,乌鲁木齐市,达坂城区,万邦达坂城风电场49.5兆瓦风电项目,,陆上集中式,已并网,49.5,2012/3/27,2013/12/1,49.5,2013/10/25,2013/12/4,49.5,新疆万邦能源发展有限公司,其它投资企业,,2013
新疆维吾尔自治区,乌鲁木齐市,达坂城区,万邦能源托里风电场一期49.5MW工程,,陆上集中式,已并网,49.5,2012/3/27,2013/12/1,50,2013/10/25,2013/12/3,49.5,新疆万邦能源发展有限公司,其它投资企业,,2013
新疆维吾尔自治区,乌鲁木齐市,达坂城区,乌鲁木齐金风天润风电有限公司达坂城20万千瓦风电场,,陆上集中式,已并网,200,2013/12/20,2015/12/1,201,2015/10/10,2015/11/1,200,乌鲁木齐金风天润风电有限公司,天润,,2015
新疆维吾尔自治区,乌鲁木齐市,乌鲁木齐县,乌鲁木齐托里风电场一期30兆瓦项目,,陆上集中式,已并网,30,2004/6/9,2006/1/1,30,2006/1/5,2006/8/31,30,中节能风力发电（新疆）有限公司,中节能,,2006
新疆维吾尔自治区,乌鲁木齐市,乌鲁木齐县,乌鲁木齐托里新风发电有限公司托里风电二期建设项目,,陆上集中式,已并网,49.5,2014/6/12,2015/4/1,50,2015/12/17,2015/12/26,49.5,乌鲁木齐托里新风发电有限公司,,,2015
新疆维吾尔自治区,乌鲁木齐市,达坂城区,乌鲁木齐托里新风发电有限公司托里风电一期建设项目,,陆上集中式,已并网,49.5,2014/6/10,2015/5/1,50,2015/12/17,2015/12/26,49.5,乌鲁木齐托里新风发电有限公司,,,2015
新疆维吾尔自治区,阿勒泰地区,布尔津县,五凌电力布尔津风电场一期49.5兆瓦风电项目,,陆上集中式,已并网,49.5,2011/11/1,2012/12/1,49.5,2013/5/13,2013/7/20,49.5,五凌布尔津电力有限公司,,,2013
新疆维吾尔自治区,吐鲁番地区,托克逊县,五凌电力托克逊风电场一期49.5兆瓦风电项目,,陆上集中式,已并网,49.5,2011/11/1,2012/12/1,49.5,2013/1/7,2013/6/12,49.5,五凌托克逊电力有限公司,,,2013
新疆维吾尔自治区,吐鲁番地区,鄯善县,五凌电力有限公司鄯善风电场一期49.5MW工程项目,,陆上集中式,已并网,49.5,2012/12/31,2013/10/1,49.5,2014/6/15,2014/11/26,49.5,五凌鄯善电力有限公司,中电投,,2014
新疆维吾尔自治区,吐鲁番地区,鄯善县,五凌鄯善电力鄯善楼兰风电场二期项目,,陆上集中式,已并网,49.5,2015/7/9,2015/10/1,49.5,2016/6/28,2016/7/4,49.5,五凌鄯善电力有限公司,中电投,,2016
新疆维吾尔自治区,哈密地区,巴里坤哈萨克自治县,新华巴里坤三塘湖风电场一期49.5MW风电项目,,陆上集中式,已并网,49.5,2012/9/12,2013/5/1,49.5,2013/1/22,2015/2/3,49.5,哈密新华风能有限公司,其它投资企业,,2015
新疆维吾尔自治区,阿勒泰地区,布尔津县,新疆布尔津县天润风电有限公司风电场一期项目,,陆上集中式,已并网,49.5,2007/11/15,2008/12/1,49.5,2007/10/15,2009/5/20,49.5,布尔津县天润风电有限公司,国电龙源,,2009
新疆维吾尔自治区,乌鲁木齐市,乌鲁木齐县,新疆达坂城风电三厂二期30兆瓦项目,,陆上集中式,已并网,30,2006/8/16,2006/12/1,30,2006/7/28,2006/12/28,30,新疆天风发电股份有限公司托里风电厂,国电龙源,,2006
新疆维吾尔自治区,乌鲁木齐市,乌鲁木齐县,新疆达坂城风电三厂三期49.5兆瓦项目,,陆上集中式,已并网,49.5,2007/8/23,2008/3/1,49.5,2008/1/1,2008/2/1,49.5,新疆天风发电股份有限公司托里风电厂,国电龙源,,2008
新疆维吾尔自治区,乌鲁木齐市,乌鲁木齐县,新疆达坂城风电三厂一期30兆瓦项目,,陆上集中式,已并网,30,2004/6/8,2012/1/1,30,2006/1/4,2005/12/15,30,新疆天风发电股份有限公司托里风电厂,国电龙源,,2005
新疆维吾尔自治区,乌鲁木齐市,达坂城区,新疆达坂城风力发电二场二期工程,,陆上集中式,已并网,33.6,1998/1/8,1997/12/1,33.6,1998/8/8,1998/1/2,33.59999847,新疆天风发电股份有限公司,国电龙源,,1998
新疆维吾尔自治区,乌鲁木齐市,达坂城区,新疆达坂城风力发电二场一期工程,,陆上集中式,已并网,10.5,1991/6/15,1992/11/1,10.5,1998/1/1,1998/1/9,10.5,新疆天风发电股份有限公司,国电龙源,,1998
新疆维吾尔自治区,乌鲁木齐市,乌鲁木齐县,新疆达坂城风力发电三场四期工程,,陆上集中式,已并网,49.5,2008/12/23,2008/12/1,49.5,2008/6/24,2008/12/15,49.5,新疆天风发电股份有限公司托里风电厂,国电龙源,,2008
新疆维吾尔自治区,乌鲁木齐市,达坂城区,新疆达坂城广恒风电场二期49.5MW工程,,陆上集中式,已并网,49.5,2014/6/27,2015/5/1,49.5,2017/1/17,2017/2/16,49.5,新疆达坂城广恒新能源有限公司,鲁能,,2017
新疆维吾尔自治区,乌鲁木齐市,达坂城区,新疆达坂城广恒风电场一期49.5MW工程,,陆上集中式,已并网,49.5,2010/9/15,2011/12/1,148.5,2012/4/27,2012/7/1,49.5,新疆达坂城广恒新能源有限公司,鲁能,,2012
新疆维吾尔自治区,吐鲁番地区,鄯善县,新疆盾安鄯善楼兰风电场二期48MW工程项目,,陆上集中式,已并网,48,2013/1/16,2014/10/1,48,2014/10/15,2014/12/24,48,鄯善盾安风电有限公司,其它投资企业,,2014
新疆维吾尔自治区,吐鲁番地区,鄯善县,新疆盾安鄯善楼兰风电场一期48MW工程项目,,陆上集中式,已并网,48,2012/12/31,2014/7/1,48,2014/10/15,2014/12/24,48,鄯善盾安风电有限公司,其它投资企业,,2014
新疆维吾尔自治区,乌鲁木齐市,达坂城区,新疆风能公司达坂城风电场一场一、二、三、四期,,陆上集中式,已并网,43.2,1990/1/1,2011/12/1,43.2,,,43.2,新疆风能有限责任公司,新疆风能公司,,2019
新疆维吾尔自治区,乌鲁木齐市,达坂城区,新疆风能公司达坂城盐湖风电场一期49.5兆瓦风电项目,,陆上集中式,已并网,49.5,2014/4/29,2015/1/1,49.5,2015/8/6,2015/8/9,49.5,乌鲁木齐天鹏风力发电有限公司,新疆风能公司,,2015
新疆维吾尔自治区,乌鲁木齐市,达坂城区,新疆风能有限责任风电一场1-3期扩建项目,,陆上集中式,已并网,12,2000/12/15,1989/10/1,12,,,12,新疆风能有限责任公司,新疆风能公司,,2019
新疆维吾尔自治区,乌鲁木齐市,达坂城区,新疆风能有限责任风电一场四期扩建项目,,陆上集中式,已并网,28.3,2005/1/15,2003/6/1,28.26,,,28.26,新疆风能有限责任公司,新疆风能公司,,2019
新疆维吾尔自治区,乌鲁木齐市,乌鲁木齐县,新疆风能有限责任公司借用德国政府混合贷款扩建新疆达坂城风电一场项目,,陆上集中式,已并网,49.25,2007/9/4,2009/12/1,49.25,,2010/10/30,49.25,新疆风能有限责任公司乌鲁木齐风电分公司,新疆风能公司,,2010
新疆维吾尔自治区,阿勒泰地区,富蕴县,新疆富蕴天润恰库尔图风电场一期49.5MW建设项目,,陆上集中式,已并网,49.5,2012/9/12,2013/12/1,49.5,2013/12/2,2013/12/24,49.5,富蕴天润风电有限公司,天润,,2013
新疆维吾尔自治区,乌鲁木齐市,乌鲁木齐县,新疆国投乌鲁木齐托里风电场100兆瓦风电场二期30兆瓦项目,,陆上集中式,已并网,30,2006/10/27,2007/1/1,30,2006/1/5,2007/12/31,30,中节能风力发电（新疆）有限公司,中节能,,2007
新疆维吾尔自治区,阿勒泰地区,布尔津县,新疆国源天立布尔津风电场一期49.5MW项目,,陆上集中式,已并网,49.5,2014/3/12,2015/8/1,50,2015/6/25,2015/8/31,49.5,布尔津县国源天立风力发电有限责任公司,国家电力投资集团公司,,2015
新疆维吾尔自治区,哈密地区,哈密市,新疆哈密东南部风区2000万千瓦风电项目苦水第二风电场,,陆上集中式,已并网,200,2012/8/21,2013/3/1,201,2013/12/12,2013/12/30,201,新疆华电苦水风电有限责任公司,华电,,2013
新疆维吾尔自治区,哈密地区,哈密市,新疆哈密东南部风区200万千瓦风电项目哈密东南部风区苦水第四风电场,,陆上集中式,已并网,200,2012/8/21,2012/8/1,200,2013/12/19,2013/12/29,200,三峡新能源哈密风电有限公司,三峡集团,,2013
新疆维吾尔自治区,哈密地区,哈密市,新疆哈密东南部风区200万千瓦风电项目苦水第三风电场,,陆上集中式,已并网,200.5,2012/8/21,2013/12/1,49.5,2012/6/4,2014/10/30,201,龙源哈密新能源有限公司,国电集团,,2014
新疆维吾尔自治区,哈密地区,哈密市,新疆哈密东南部风区200万千瓦风电项目苦水第一风电场,,陆上集中式,已并网,200.5,2012/8/21,2014/1/1,402,2014/6/10,2013/12/29,201,大唐哈密风电开发有限公司,大唐,,2013
新疆维吾尔自治区,哈密地区,哈密市,新疆哈密东南部风区200万千瓦风电项目烟墩第二风电场,,陆上集中式,已并网,200,2012/8/21,2012/12/1,200,2013/12/10,2013/10/25,200,哈密烟墩天润风电有限公司,天润,,2013
新疆维吾尔自治区,哈密地区,哈密市,新疆哈密东南部风区200万千瓦风电项目烟墩第六风电场,,陆上集中式,已并网,200,2012/8/21,2014/1/1,200,2013/10/30,2014/1/18,200,新疆华冉东方新能源有限公司,其它投资企业,,2014
新疆维吾尔自治区,哈密地区,哈密市,新疆哈密东南部风区200万千瓦风电项目烟墩第三风电场,,陆上集中式,已并网,200,2012/8/21,2013/6/1,200,2013/10/10,2013/12/23,200,中广核哈密风力发电有限公司,中广核,,2013
新疆维吾尔自治区,哈密地区,哈密市,新疆哈密东南部风区200万千瓦风电项目烟墩第四风电场项目,,陆上集中式,已并网,200,2012/8/21,2013/3/1,201,2013/12/10,2013/12/10,201,华能哈密风力发电有限公司,华能,,2013
新疆维吾尔自治区,哈密地区,哈密市,新疆哈密东南部风区200万千瓦风电项目烟墩第五风电场项目,,陆上集中式,已并网,200,2012/8/21,2013/6/1,165,2014/1/21,2014/1/14,200,中节能风力发电(哈密)有限公司,中节能,,2014
新疆维吾尔自治区,哈密地区,哈密市,新疆哈密东南部风区200万千瓦风电项目烟墩第一风电场,,陆上集中式,已并网,200,2012/8/21,2011/10/1,200,2013/10/14,2013/10/24,200,中电投新疆能源化工集团哈密有限公司,中电投,,2013
新疆维吾尔自治区,哈密地区,哈密市,新疆哈密风电基地二期项目景峡第二风电场C区200MW工程,哈密风电基地,陆上集中式,已并网,200,2015/6/26,2019/1/1,,2018/9/20,2018/12/1,200,哈密华冉东方景峡风力发电有限公司,,,2018
新疆维吾尔自治区,哈密地区,哈密市,新疆哈密风电基地二期项目景峡第六风电场B区200MW工程,哈密风电基地,陆上集中式,已并网,200,2014/12/22,2015/3/1,200,2015/12/19,2015/12/28,200,哈密风尚发电有限责任公司,特变电工,,2015
新疆维吾尔自治区,吐鲁番地区,托克逊县,新疆华电白杨河一期49.5MW风电项目,,陆上集中式,已并网,49.5,2014/12/4,2015/1/1,49.5,2015/10/20,2015/12/6,49.5,新疆华电白杨河风力发电有限责任公司,华电,,2015
新疆维吾尔自治区,阿勒泰地区,布尔津县,新疆华电布尔津一期49.5MW风电项目,,陆上集中式,已并网,49.5,2009/12/30,2009/6/1,144,2010/3/19,2010/3/15,49.5,新疆华电布尔津风电有限公司,华电新能源,,2010
新疆维吾尔自治区,哈密地区,哈密市,新疆华电哈密十三间房风电场四期49.5MW项目,,陆上集中式,已并网,49.5,2015/8/13,2015/10/1,,2019/1/24,2019/1/30,49.5,新疆华电十三间房风电有限责任公司,华电,,2019
新疆维吾尔自治区,哈密地区,哈密市,新疆华电哈密烟墩八B200MW风电项目,,陆上集中式,已并网,200,2014/4/30,2015/11/1,200,2015/11/25,2015/12/20,200,华电福新新疆能源有限公司,华电新能源,,2015
新疆维吾尔自治区,吐鲁番地区,托克逊县,新疆华电小草湖风电二场二期49.5MW建设项目,,陆上集中式,已并网,49.5,2011/11/1,2012/12/1,99,2013/1/22,2013/6/1,49.5,新疆华电草湖风电有限公司,华电新能源,,2013
新疆维吾尔自治区,吐鲁番地区,托克逊县,新疆华电小草湖风电二场一期49.5MW建设项目,,陆上集中式,已并网,49.5,2009/7/20,2009/5/1,72,2009/12/28,2009/12/31,49.5,新疆华电草湖风电有限公司,华电新能源,,2009
新疆维吾尔自治区,吐鲁番地区,吐鲁番市,新疆华电小草湖风电一场一期49.5兆瓦项目,,陆上集中式,已并网,49.5,2006/11/28,2007/5/1,114,2007/11/1,2007/12/31,49.5,新疆华电小草湖风力发电有限责任公司,华电新能源,,2007
新疆维吾尔自治区,吐鲁番地区,吐鲁番市,新疆华电小草湖风力发电一场二期49.5兆瓦项目,,陆上集中式,已并网,49.5,2007/12/21,2008/4/1,117,2007/11/1,2008/4/1,49.5,新疆华电小草湖风力发电有限责任公司,华电新能源,,2008
新疆维吾尔自治区,吐鲁番地区,吐鲁番市,新疆华电小草湖风力发电一场三期49.5兆瓦项目,,陆上集中式,已并网,49.5,2013/1/28,2017/1/1,99,2015/10/10,2015/12/9,49.5,新疆华电小草湖风力发电有限责任公司,华电新能源,,2015
新疆维吾尔自治区,乌鲁木齐市,达坂城区,新疆华电雪湖风力发电有限公司达坂城风电场三期4.95万千瓦风电项目,,陆上集中式,已并网,49.5,2014/5/15,2017/1/1,49.5,2015/7/19,2015/9/16,49.5,新疆华电雪湖风力发电有限公司,华电新能源,,2015
新疆维吾尔自治区,吐鲁番地区,吐鲁番市,新疆华电珍珠泉新能源有限公司小草湖北风电场一期49.5MW工程,,陆上集中式,已并网,49.5,2014/12/3,2014/12/1,49.5,2015/9/14,2015/11/29,49.5,新疆华电珍珠泉新能源有限公司,华电,,2015
新疆维吾尔自治区,吐鲁番地区,托克逊县,新疆华能托克逊白杨河风电场二期工程49.5MW建设项目,,陆上集中式,已并网,49.5,2009/7/20,2009/9/1,49.5,2009/11/10,2009/12/8,49.5,华能吐鲁番风力发电有限公司,华能,,2009
新疆维吾尔自治区,吐鲁番地区,托克逊县,新疆华能托克逊白杨河风电场一期工程49.5MW建设项目,,陆上集中式,已并网,49.5,2008/9/4,2008/12/1,49.5,2009/4/20,2009/5/10,49.5,华能吐鲁番风力发电有限公司,华能,,2009
新疆维吾尔自治区,昌吉自治州,木垒哈萨克自治县,新疆华荣新能源有限公司木垒老君庙风电场一期4.95万千瓦项目,,陆上集中式,已并网,49.5,2014/7/14,2015/3/1,57,2015/11/15,2015/12/27,49.5,新疆华荣新能源有限公司,其它投资企业,,2015
新疆维吾尔自治区,阿勒泰地区,吉木乃县,新疆吉木乃中广核一期49.5兆瓦风电项目,,陆上集中式,已并网,49.5,2010/5/31,2010/10/1,49.5,2011/4/18,2011/4/22,49.5,新疆吉木乃中广核风力发电有限公司,中广核,,2011
新疆维吾尔自治区,吐鲁番地区,鄯善县,新疆嘉泽发电有限公司鄯善二期49.5MW风电项目,,陆上集中式,已并网,49.5,2014/11/13,2014/11/1,51.5,2015/12/15,2015/12/15,49,新疆嘉泽发电有限公司,其它投资企业,,2015
新疆维吾尔自治区,吐鲁番地区,鄯善县,新疆嘉泽发电有限公司鄯善一期49.5MW风电项目,,陆上集中式,已并网,49.5,2015/7/9,2015/7/1,49,2017/3/1,2017/3/1,49,新疆嘉泽发电有限公司,其它投资企业,,2017
新疆维吾尔自治区,乌鲁木齐市,达坂城区,新疆天风发电股份有限公司达坂城二厂三期25.5兆瓦风电项目,,陆上集中式,已并网,25.5,2010/3/24,2003/3/1,25.5,2009/12/14,2010/1/1,25.5,新疆天风发电股份有限公司达坂城风电厂,,,2010
新疆维吾尔自治区,乌鲁木齐市,达坂城区,新疆天山电力股份有限公司达坂城风力发电场一期49.5MW工程,,陆上集中式,已并网,49.5,2010/9/15,2011/6/1,99,2012/4/12,2012/4/15,49.5,新疆天电达坂城风力发电有限责任公司,其它投资企业,,2012
新疆维吾尔自治区,哈密地区,巴里坤哈萨克自治县,新疆天山电力三塘湖风电一场二期（49.5兆瓦）工程,,陆上集中式,已并网,49.5,2013/12/23,2013/3/1,49.5,2014/9/25,2014/9/27,49.5,新疆天电三塘湖风力发电有限责任公司,其它投资企业,,2014
